topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
raw_milk,neutral,unpasteurized milk research,3,1,https://www.theguardian.com/wellness/2024/nov/26/what-is-unpasteurized-raw-milk,theguardian.com,The truth about raw milk and why experts are 'absolutely ...,2026-05-09 19:20:27,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
raw_milk,neutral,unpasteurized milk research,3,5,https://www.nytimes.com/2025/01/13/magazine/raw-milk-danger-benefits.html,nytimes.com,Some Raw Truths About Raw Milk,2026-05-09 19:20:29,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
raw_milk,slanted,raw milk food poisoning,3,6,https://www.pbs.org/newshour/health/7-people-in-the-u-s-sickened-by-e-coli-linked-to-cheese-made-from-raw-milk-fda-says,pbs.org,7 people in the U.S. sickened by E. coli linked to cheese ...,2026-05-09 19:21:19,PBS(Public Broadcasting Service),PBS,pbs.org,reliable,Generally reliable,ThePublic Broadcasting Serviceis an American public broadcaster. It is considered generally reliable by editors.,domain pbs.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
soy,slanted,soy estrogen effects,3,9,https://www.bbc.com/future/article/20190816-is-soy-bad-for-womens-health,bbc.com,Is soya bad for women's health?,2026-05-09 19:25:11,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
soy,neutral,tofu nutrition research,1,10,https://www.nytimes.com/2023/04/04/well/eat/tofu-health-benefits.html,nytimes.com,How Healthy Is Tofu?,2026-05-09 19:25:35,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
soy,neutral,tofu nutrition research,2,8,https://www.nytimes.com/2023/04/04/well/eat/tofu-health-benefits.html,nytimes.com,How Healthy Is Tofu?,2026-05-09 19:25:44,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
dairy,neutral,yogurt probiotic health impact,3,4,https://www.npr.org/2011/10/28/141800414/does-probiotic-yogurt-really-affect-digestion,npr.org,Does Probiotic Yogurt Really Affect Digestion?,2026-05-09 19:31:52,NPR(National Public Radio),NPR,npr.org,reliable,Generally reliable,"There is consensus that NPR, an American public service broadcaster, is generally reliable for news and statements of fact. NPR'sopinion piecesshould only be used withattribution.",domain npr.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
dairy,slanted,raw dairy risks,3,6,https://www.theguardian.com/wellness/2024/nov/26/what-is-unpasteurized-raw-milk,theguardian.com,The truth about raw milk and why experts are 'absolutely ...,2026-05-09 19:32:34,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
dairy,slanted,raw dairy risks,3,9,https://www.nytimes.com/2025/01/13/magazine/raw-milk-danger-benefits.html,nytimes.com,Some Raw Truths About Raw Milk,2026-05-09 19:32:35,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
eggs,slanted,egg heart disease risk,3,5,https://www.bbc.com/future/article/20190916-are-eggs-good-for-you,bbc.com,The truth about eating eggs,2026-05-09 19:34:02,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
eggs,slanted,raw egg safety,2,7,https://people.com/experts-raise-health-concerns-over-viral-egg-coffee-11951993,people.com,Experts Raise Health Concerns Over Viral Egg Coffee,2026-05-09 19:37:04,People,People_(magazine),people.com;0093-7673,reliable,Generally reliable,"There is consensus thatPeoplemagazine can be a reliable source inbiographies of living persons, but the magazine should not be used for contentious claims unless supplemented with a stronger source.",domain people.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
sugar,neutral,sugar consumption effects,3,2,https://www.nytimes.com/interactive/2024/10/30/well/eat/sugar-health-effects-risks.html,nytimes.com,This Is Your Body on Sugar,2026-05-09 19:38:01,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
sugar,slanted,sugar addiction risks,2,9,https://www.nytimes.com/interactive/2024/10/30/well/eat/sugar-health-effects-risks.html,nytimes.com,This Is Your Body on Sugar,2026-05-09 19:38:35,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
sugar,slanted,sugar addiction risks,3,4,https://www.bbc.com/future/article/20180918-is-sugar-really-bad-for-you,bbc.com,Is sugar really bad for you?,2026-05-09 19:38:44,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
salt,neutral,low sodium diet research,1,4,https://www.bbc.com/future/article/20181029-eating-less-salt-benefits,bbc.com,Is a low-salt diet as unhealthy as having too much?,2026-05-09 19:47:21,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
salt,slanted,salt heart disease,3,7,https://www.bbc.com/future/article/20181029-eating-less-salt-benefits,bbc.com,Is a low-salt diet as unhealthy as having too much?,2026-05-09 19:48:28,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
caffeine,slanted,caffeine anxiety risks,3,4,https://time.com/7331760/why-does-coffee-give-me-anxiety/,time.com,Why You Feel Anxious After Drinking Coffee,2026-05-09 19:49:57,Time,Time_(magazine),time.com;0040-781x,reliable,Generally reliable,"There is consensus thatTimeis generally reliable.Time'smagazine blogs, including Techland, should be handled with the appropriate policy. Refer toWP:NEWSORGfor guidance onop-eds, which should only be used withattribution.",domain time.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
caffeine,neutral,coffee antioxidant research,1,3,https://www.independent.co.uk/news/science/coffee-health-benefits-explained-study-b2971206.html,independent.co.uk,Scientists may have just found the key reason why coffee is ...,2026-05-09 19:51:24,The Independent,The_Independent,1741-9743;independent.co.uk;the-independent.com,reliable,Generally reliable,"The Independent, a British newspaper, is considered a reliable source for non-specialist information. In March 2016, the publication discontinued its print edition to become anonline newspaper; some editors advise caution for articles published after this date.",domain independent.co.uk matches reliable domain from file raw_wikipedia_perennial_sources.csv
caffeine,neutral,coffee antioxidant research,2,2,https://www.vox.com/future-perfect/488262/coffee-health-heart-disease-cancer-nutrition,vox.com,Coffee is good for you. Science keeps making the case stronger,2026-05-09 19:51:38,Vox(Recode),Vox_(website),vox.com,reliable,Generally reliable,"Voxis considered generally reliable. Some editors say thatVoxis apartisan sourcein the field of politics or that it does not always clearly delineate reporting and opinion content.See also:Polygon (pre-2025),The Verge,New York",domain vox.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
caffeine,slanted,energy drink dangers,2,4,https://www.theguardian.com/society/2025/dec/09/energy-drinks-heart-disease-stroke-risk-doctors,theguardian.com,Consuming lots of energy drinks may raise heart disease ...,2026-05-09 19:52:46,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
caffeine,slanted,caffeine addiction,2,8,https://www.theguardian.com/food/2021/jul/06/caffeine-coffee-tea-invisible-addiction-is-it-time-to-give-up,theguardian.com,The invisible addiction: is it time to give up caffeine? | Coffee,2026-05-09 19:54:22,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
caffeine,slanted,caffeine addiction,3,6,https://www.npr.org/2023/03/06/1161394509/the-truth-about-caffeine,npr.org,How to have a healthy relationship with caffeine : Life Kit,2026-05-09 19:54:31,NPR(National Public Radio),NPR,npr.org,reliable,Generally reliable,"There is consensus that NPR, an American public service broadcaster, is generally reliable for news and statements of fact. NPR'sopinion piecesshould only be used withattribution.",domain npr.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,neutral,moderate alcohol consumption health impact,3,6,https://www.theguardian.com/commentisfree/2019/may/06/heres-why-moderate-drinking-is-probably-not-good-for-you,theguardian.com,Here's why moderate drinking is probably not good for you,2026-05-09 19:55:15,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,neutral,moderate alcohol consumption health impact,3,8,https://www.nbcnews.com/health/health-news/moderate-drinking-linked-lower-risk-death-major-catch-rcna184948,nbcnews.com,Is alcohol good for you? A new report adds to the confusion,2026-05-09 19:55:16,NBC News,NBC_News,nbcnews.com,reliable,Generally reliable,There is consensus that NBC News is generally reliable for news.See also:MS NOW(formerly MSNBC),domain nbcnews.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,neutral,wine heart health,1,5,https://www.theguardian.com/lifeandstyle/2025/dec/01/is-it-true-that-a-glass-of-wine-a-day-is-good-for-your-heart,theguardian.com,Is it true that … a glass of wine a day is good for your heart?,2026-05-09 19:56:36,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,neutral,beer nutrition research,1,2,https://www.bbc.com/news/articles/cvglqw709k1o,bbc.com,Your pint could come with a surprising health benefit,2026-05-09 19:58:07,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,slanted,alcohol cancer risk,2,4,https://www.npr.org/2026/05/07/nx-s1-5807961/alcohol-warning-labels-drinking-cancer-study,npr.org,"Cancer warnings on alcohol may deter drinking, study says",2026-05-09 19:59:02,NPR(National Public Radio),NPR,npr.org,reliable,Generally reliable,"There is consensus that NPR, an American public service broadcaster, is generally reliable for news and statements of fact. NPR'sopinion piecesshould only be used withattribution.",domain npr.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,slanted,alcohol cancer risk,2,8,https://time.com/7364435/alcohol-cancer-risk-carcinogens/,time.com,Why Alcohol Raises the Risk of Cancer,2026-05-09 19:59:02,Time,Time_(magazine),time.com;0040-781x,reliable,Generally reliable,"There is consensus thatTimeis generally reliable.Time'smagazine blogs, including Techland, should be handled with the appropriate policy. Refer toWP:NEWSORGfor guidance onop-eds, which should only be used withattribution.",domain time.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
alcohol,slanted,alcohol cancer risk,3,6,https://theconversation.com/alcohol-causes-cancer-and-less-than-1-drink-can-increase-your-risk-a-cancer-biologist-explains-how-245528,theconversation.com,"Alcohol causes cancer, and less than 1 drink can increase ...",2026-05-09 19:59:12,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
fast_food,slanted,food additive dangers,2,6,https://www.washingtonpost.com/wellness/2025/08/20/food-additives-harmful-health-risks/,washingtonpost.com,Avoid these 5 food additives that may harm your health,2026-05-09 20:03:39,"The Washington Post(The Post,WaPo,TWP)",The_Washington_Post,0190-8286;washingtonpost.com,reliable,Generally reliable,Most editors considerThe Washington Postgenerally reliable. Some editors note thatWP:NEWSBLOGshould be used to evaluate blog posts onThe Washington Post's website.,domain washingtonpost.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
fast_food,slanted,food additive dangers,3,6,https://time.com/7272178/are-food-chemicals-dangerous/,time.com,Why Food Chemicals Are a Problem—And How to Reduce ...,2026-05-09 20:03:47,Time,Time_(magazine),time.com;0040-781x,reliable,Generally reliable,"There is consensus thatTimeis generally reliable.Time'smagazine blogs, including Techland, should be handled with the appropriate policy. Refer toWP:NEWSORGfor guidance onop-eds, which should only be used withattribution.",domain time.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
fast_food,slanted,food additive dangers,3,10,https://theconversation.com/busting-the-myth-that-all-food-additives-are-bad-a-quick-guide-for-label-readers-82883,theconversation.com,Busting the myth that all food additives are bad,2026-05-09 20:03:48,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
fast_food,neutral,food processing research,3,5,https://theconversation.com/how-unhealthy-ultra-processed-foods-are-designed-and-marketed-to-make-us-crave-them-281217,theconversation.com,How unhealthy ultra-processed foods are designed and ...,2026-05-09 20:04:25,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
fast_food,slanted,fast food antibiotic meat,1,5,https://time.com/4033496/fast-food-antibiotics/,time.com,How Fast Food Restaurants Rank on Antibiotics Usage,2026-05-09 20:04:45,Time,Time_(magazine),time.com;0040-781x,reliable,Generally reliable,"There is consensus thatTimeis generally reliable.Time'smagazine blogs, including Techland, should be handled with the appropriate policy. Refer toWP:NEWSORGfor guidance onop-eds, which should only be used withattribution.",domain time.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
fast_food,slanted,fast food antibiotic meat,3,3,https://www.theguardian.com/sustainable-business/2016/sep/20/burger-king-kfc-mcdonalds-antibiotic-free-meat,theguardian.com,Burger King and KFC called out for lagging behind on ...,2026-05-09 20:05:07,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
organic_food,neutral,organic food diet facts,1,4,https://www.bbc.com/articles/c24rm0d3993o,bbc.com,Is Organic Food Better For You?,2026-05-09 20:05:32,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
organic_food,slanted,organic food scam,2,2,https://www.theguardian.com/uk/2005/aug/21/foodanddrink.organics1,theguardian.com,Britain's organic food scam exposed | UK news,2026-05-09 20:06:44,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
tap_water,slanted,chlorine water dangers,2,3,https://www.theguardian.com/us-news/2025/feb/17/water-chlorination-cancer-risk-us-eu,theguardian.com,Water chlorination levels in US and EU likely increase ...,2026-05-09 20:16:06,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
tap_water,slanted,chlorine water dangers,3,4,https://theconversation.com/chlorine-is-a-highly-useful-chemical-thats-also-extremely-dangerous-heres-what-to-know-about-staying-safe-around-it-213998,theconversation.com,Chlorine is a highly useful chemical that's also extremely ...,2026-05-09 20:16:21,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
tap_water,neutral,fluoridated water consumption,3,5,https://www.nytimes.com/2024/12/12/well/fluoride-water-health-pregnancy-children.html,nytimes.com,"The Benefits and Risks of Fluoride, Explained",2026-05-09 20:17:17,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
tap_water,neutral,fluoridated water consumption,3,10,https://www.npr.org/sections/shots-health-news/2025/01/09/nx-s1-5252874/fluoride-drinking-water-iq-analysis-safe,npr.org,Fluoride analysis triggers renewed debate over what levels ...,2026-05-09 20:17:18,NPR(National Public Radio),NPR,npr.org,reliable,Generally reliable,"There is consensus that NPR, an American public service broadcaster, is generally reliable for news and statements of fact. NPR'sopinion piecesshould only be used withattribution.",domain npr.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
bottled_water,slanted,bottled water bacteria,1,3,https://theconversation.com/bottled-water-is-not-always-what-it-may-seem-and-in-many-countries-is-no-purer-than-tap-268513,theconversation.com,Bottled water is not always what it may seem,2026-05-09 20:23:29,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
mining,slanted,mountaintop removal dangers,3,8,https://www.washingtonpost.com/opinions/the-dirty-effects-of-mountaintop-removal-mining/2014/10/21/851c4236-58a2-11e4-bd61-346aee66ba29_story.html,washingtonpost.com,Opinion | The dirty effects of mountaintop removal mining,2026-05-09 20:31:51,"The Washington Post(The Post,WaPo,TWP)",The_Washington_Post,0190-8286;washingtonpost.com,reliable,Generally reliable,Most editors considerThe Washington Postgenerally reliable. Some editors note thatWP:NEWSBLOGshould be used to evaluate blog posts onThe Washington Post's website.,domain washingtonpost.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
mining,slanted,mercury pollution gold mining,2,8,https://theconversation.com/gold-rush-mercury-legacy-small-scale-mining-for-gold-has-produced-long-lasting-toxic-pollution-from-1860s-california-to-modern-peru-133324,theconversation.com,"Gold rush, mercury legacy: Small-scale mining for gold has ...",2026-05-09 20:33:21,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
mining,slanted,mercury pollution gold mining,3,9,https://www.bbc.com/news/magazine-24127661,bbc.com,How mercury poisons gold miners and enters the food chain,2026-05-09 20:33:35,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
deforestation,slanted,deforestation climate impact,2,2,https://www.nytimes.com/2026/05/06/climate/amazon-rain-forest-deforestation-climate.html,nytimes.com,New Study Shows Risks of Amazon Deforestation. And ...,2026-05-09 20:35:21,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
deforestation,slanted,palm oil deforestation,3,8,https://www.nytimes.com/2024/03/26/climate/why-palm-oil-is-still-a-big-problem.html,nytimes.com,Why Palm Oil Is Still a Big Problem,2026-05-09 20:37:33,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
overfishing,slanted,overfishing ocean collapse,1,7,https://theconversation.com/investigation-reveals-global-fisheries-are-in-far-worse-shape-than-we-thought-and-many-have-already-collapsed-237306,theconversation.com,Investigation reveals global fisheries are in far worse ...,2026-05-09 20:43:55,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
