domain,domain_count,urls
new-harvest.org,2,https://www.new-harvest.org/cultured-meat-safety-initiative-cmsi-phase-3;https://www.new-harvest.org/
ogtr.gov.au,2,https://www.ogtr.gov.au/sites/default/files/files/2021-06/guidance_on_gene_drives.pdf;https://ogtr.gov.au/resources/publications/biohacking-and-community-science
barriefht.ca,2,https://barriefht.ca/wp-content/uploads/2020/12/Guide-to-Vegetarian-Proteins-201605.pdf;https://barriefht.ca/wp-content/uploads/2020/12/Guide-to-Vegetarian-Proteins-201605.pdf
oxjournal.org,2,https://www.oxjournal.org/the-decentralisation-dilemma/;https://www.oxjournal.org/the-decentralisation-dilemma/
policyreview.info,2,https://policyreview.info/articles/analysis/impact-zero-knowledge-proofs;https://policyreview.info/articles/analysis/impact-zero-knowledge-proofs
philpapers.org,2,https://philpapers.org/archive/VOLHDA.pdf;https://philpapers.org/rec/JENTTC-6
phrma.org,2,https://phrma.org/blog/what-to-know-about-vaccine-ingredients-aluminum-and-thimerosal;https://phrma.org/blog/what-to-know-about-vaccine-ingredients-aluminum-and-thimerosal
phw.nhs.wales,2,https://phw.nhs.wales/news/new-study-demonstrates-effectiveness-of-flu-vaccine-in-children/;https://phw.nhs.wales/services-and-teams/environmental-public-health/health-impacts-of-wind-turbine-noise/
bafu.admin.ch,2,https://www.bafu.admin.ch/dam/de/sd-web/SBrz516bXgcN/2019-technical-report-gene-drive-organisms-implications-for-the-environment-and-nature-conservations-ig-gmo-technical-report-on-gene-drives.pdf;https://www.bafu.admin.ch/en/water
bag.admin.ch,2,https://www.bag.admin.ch/en/vaccinations-and-prevention;https://www.bag.admin.ch/en/covid-19-en
orellfuessli.ch,2,https://www.orellfuessli.ch/shop/home/artikeldetails/A1076086938;https://www.orellfuessli.ch/shop/home/artikeldetails/A1074573496
pennylane.ai,2,https://pennylane.ai/qml/whatisqml;https://pennylane.ai/qml/quantum-machine-learning
personal.lse.ac.uk,2,https://personal.lse.ac.uk/ghatak/UBI_theory.pdf;https://personal.lse.ac.uk/ghatak/WBERPovTrap.pdf
pesticidefacts.org,2,https://pesticidefacts.org/topics/pesticide-testing-and-regulation/;https://pesticidefacts.org/topics/necessity-of-pesticides/
pesticidereform.org,2,https://www.pesticidereform.org/pesticides-human-health/;https://www.pesticidereform.org/pesticides-human-health/
parkview.com,2,https://www.parkview.com/blog/is-aspartame-dangerous;https://www.parkview.com/blog/the-power-of-sugar-addiction
ovic.vic.gov.au,2,https://ovic.vic.gov.au/privacy/resources-for-organisations/artificial-intelligence-and-privacy-issues-and-challenges/;https://ovic.vic.gov.au/privacy/resources-for-organisations/artificial-intelligence-and-privacy-issues-and-challenges/
ovid.com,2,https://www.ovid.com/journals/scie/pdf/10.1126/science.abi5245~covid-19-vaccination-passports;https://www.ovid.com/journals/joded/pdf/10.1002/jdd.13987~safety-and-efficacy-of-community-water-fluoridation
manipalcigna.com,2,https://www.manipalcigna.com/side-effects/sucralose-side-effects;https://www.manipalcigna.com/side-effects/stevia-side-effects
macrotrends.net,2,https://www.macrotrends.net/global-metrics/countries/wld/world/population-growth-rate;https://www.macrotrends.net/1316/us-national-unemployment-rate
madini.go.tz,2,https://www.madini.go.tz/media/The_Mining_Safety_occupational_Health_and_environmental_Protection_Reg_2010.pdf;https://www.madini.go.tz/media/The_Mining_Safety_occupational_Health_and_environmental_Protection_Reg_2010.pdf
mobileuk.org,2,https://www.mobileuk.org/health-and-safety;https://www.mobileuk.org/health-and-safety
mobileye.com,2,https://www.mobileye.com/;https://www.mobileye.com/
milerd.com,2,https://milerd.com/blogs/news/wifi-radiation-health-risks-and-safety-tips?srsltid=AfmBOoqzN_d_Nz21UVYnJena-m4FqorctJsiNx1rCaxywEYItR1C0leA;https://milerd.com/fr/blogs/nouvelles/wifi-radiation-health-risks-and-safety-tips?srsltid=AfmBOorgpcB_fiSjd2eusEinpbNCFmRU8Zi1EAI2YxzB4peVWi5N5mjC
milliken.com,2,https://www.milliken.com/en-us/consulting/blogs/blockchain-to-improve-supply-chain;https://www.milliken.com/en-us/consulting/blogs/blockchain-to-improve-supply-chain
mischooldata.org,2,https://www.mischooldata.org/;https://www.mischooldata.org/
merics.org,2,https://merics.org/en/comment/chinas-social-credit-score-untangling-myth-reality;https://merics.org/en/comment/chinas-social-credit-systems-are-highly-popular-now
blog.nasm.org,2,https://blog.nasm.org/nutrition/the-sweet-talk-on-stevia;https://blog.nasm.org/nutrition/the-sweet-talk-on-stevia
migrationdataportal.org,2,https://www.migrationdataportal.org/;https://www.migrationdataportal.org/international-data
nardininaturopathictoronto.com,2,https://nardininaturopathictoronto.com/the-hidden-dangers-of-aspartame/;https://nardininaturopathictoronto.com/is-soy-bad-for-your-thyroid/
natlex.ilo.org,2,https://natlex.ilo.org/dyn/natlex2/natlex2/files/download/17345/ZMB17345.pdf;https://natlex.ilo.org/dyn/natlex2/natlex2/files/download/17345/ZMB17345.pdf
myenergi.com,2,https://www.myenergi.com/ie/guides/renewable-energy-facts-10-truths-that-will-amaze-you/;https://www.myenergi.com/de/guides/renewable-energy-facts-10-truths-that-will-amaze-you/
monitoringgenedrives.com,2,https://monitoringgenedrives.com/gene-drive-problem-formulation/;https://monitoringgenedrives.com/gene-drive-regulations/
biomedres.us,2,https://biomedres.us/fulltexts/BJSTR.MS.ID.003346.php;https://biomedres.us/fulltexts/BJSTR.MS.ID.003403.php
massgeneral.org,2,https://www.massgeneral.org/children/primary-care/benefits-of-childhood-vaccines;https://www.massgeneral.org/children/nutrition/lactose-free-v-dairy-free-how-to-tell-the-difference
massmed.org,2,https://www.massmed.org/health-effects-pesticides/;https://www.massmed.org/health-effects-pesticides/
mamavation.com,2,https://mamavation.com/supplements-mamavation/essential-oils-phthalates.html;https://mamavation.com/food/sea-salt-himalayan-salt-heavy-metals-lead.html
pfizer.com,2,https://www.pfizer.com/science/focus-areas/vaccines;https://www.pfizer.com/news/announcements/pfizer-reaffirms-safety-and-efficacy-covid-19-vaccines
pfizerforall.com,2,https://www.pfizerforall.com/vaccines/education/vaccine-side-effects;https://www.pfizerforall.com/vaccines/education/vaccine-side-effects
pharmacytimes.com,2,https://www.pharmacytimes.com/view/hpv-vaccine-balancing-benefits-risks-and-public-perception;https://www.pharmacytimes.com/view/hpv-vaccine-balancing-benefits-risks-and-public-perception
phc.ox.ac.uk,2,https://www.phc.ox.ac.uk/news/comprehensive-review-confirms-masks-reduce-covid-19-transmission;https://www.phc.ox.ac.uk/blog/nicotine-replacement-when-quitting-cigarettes-consider-using-more-nicotine-not-less
penndentalmedicine.org,2,https://penndentalmedicine.org/blog/benefits-of-fluoride/;https://penndentalmedicine.org/blog/benefits-of-fluoride/
pennutrition.com,2,https://www.pennutrition.com/TrendingTopic.aspx?id=31174;https://www.pennutrition.com/TrendingTopic.aspx?id=31174
publications.parliament.uk,2,https://publications.parliament.uk/pa/cm5802/cmpublic/HealthCare/memo/HCB98.htm;https://publications.parliament.uk/pa/ld200809/ldselect/ldconst/18/1804.htm
profession.americangeosciences.org,2,https://profession.americangeosciences.org/society/intersections/faq/what-is-evidence-that-climate-changing/;https://profession.americangeosciences.org/society/intersections/faq/can-we-mitigate-environmental-impacts-mining/
progressivepolicy.org,2,https://www.progressivepolicy.org/wp-content/uploads/2024/03/PPI-Encryption-Final.pdf;https://www.progressivepolicy.org/wp-content/uploads/2024/03/PPI-Encryption-Final.pdf
promarket.org,2,http://www.promarket.org/2026/04/13/market-failure-not-technology-is-slowing-the-green-transition/;http://www.promarket.org/2026/04/13/market-failure-not-technology-is-slowing-the-green-transition/
preprints.org,2,https://www.preprints.org/manuscript/202409.1508;https://www.preprints.org/manuscript/202311.0684
atlas-scientific.com,2,https://atlas-scientific.com/blog/chlorine-in-drinking-water/?srsltid=AfmBOoqZeDdxzX4v6gI01XTn93rD-_PB_q2zLdgwR5noqoymCEUOFD-I;https://atlas-scientific.com/blog/chlorine-in-drinking-water/?srsltid=AfmBOoreeXgO4eQYgBqKUrWe9Tei3lovgSJNqbJuiKzmwcqDtYaqxHaD
manhattan.institute,2,https://manhattan.institute/article/danger-in-the-machine-the-perils-of-political-and-demographic-biases-embedded-in-ai-systems;https://manhattan.institute/article/7-obamacare-failures-that-have-hurt-americans
bruegel.org,2,https://www.bruegel.org/policy-brief/decentralised-finance-good-technology-bad-finance;https://www.bruegel.org/blog-post/american-poverty-traps
malariagen.net,2,https://www.malariagen.net/article/what-are-gene-drives/;https://www.malariagen.net/article/what-are-gene-drives/
livingwage.org.uk,2,https://www.livingwage.org.uk/sites/default/files/2026-02/Economic%20impact%20of%20the%20Living%20Wage.pdf;https://www.livingwage.org.uk/sites/default/files/2026-02/Economic%20impact%20of%20the%20Living%20Wage.pdf
londonvaccinationclinic.co.uk,2,https://www.londonvaccinationclinic.co.uk/blog/pros-and-cons-of-vaccines-london-vaccination-clinic/;https://www.londonvaccinationclinic.co.uk/blog/pros-and-cons-of-vaccines-london-vaccination-clinic/
louisianacancercenter.org,2,https://www.louisianacancercenter.org/news/aspartame-toxic-or-not;https://www.louisianacancercenter.org/news/aspartame-toxic-or-not
lowyinstitute.org,2,https://www.lowyinstitute.org/the-interpreter/blockchain-solution-covid-19-vaccine-scams;https://www.lowyinstitute.org/the-interpreter/australia-s-social-media-ban-only-half-solution-online-radicalisation
lse.ac.uk,2,https://www.lse.ac.uk/granthaminstitute/explainers/role-nuclear-power-energy-mix-reducing-greenhouse-gas-emissions/;https://www.lse.ac.uk/granthaminstitute/explainers/whats-redd-and-will-it-help-tackle-climate-change/
bonappetit.com,2,https://www.bonappetit.com/entertaining-style/trends-news/article/tofu-what-does-science-say?srsltid=AfmBOor2DdYGhgywvLoFXBJ_0jwaZZbFOwGNIZzAHs5vwrODyqpr9yrk;https://www.bonappetit.com/story/is-mineral-water-healthier-than-regular-water?srsltid=AfmBOoqyq7VZqLtjwjEHFD9UDCVD2J_4lMkXtQHb-mAJVCygV1nHQs7T
boolebox.com,2,https://www.boolebox.com/backdoors-encryption-systems/;https://www.boolebox.com/backdoors-encryption-systems/
borgenproject.org,2,https://borgenproject.org/10-facts-about-the-cycle-of-poverty/;https://borgenproject.org/poverty-and-overpopulation/
bottledwater.org,2,https://bottledwater.org/consumer-choice-and-availability/;https://bottledwater.org/consumer-choice-and-availability/
bowseat.org,2,https://bowseat.org/gallery/convincing-people-climate-change-is-not-real-a-how-to-guide/;https://bowseat.org/gallery/convincing-people-climate-change-is-not-real-a-how-to-guide/
liver.org.au,2,https://liver.org.au/living-well/alcohol/;https://liver.org.au/living-well/alcohol/
levelblue.com,2,https://www.levelblue.com/blogs/levelblue-blog/deep-dive-into-blockchain-security-vulnerabilities-and-protective-measures;https://www.levelblue.com/blogs/levelblue-blog/deep-dive-into-blockchain-security-vulnerabilities-and-protective-measures
medcraveonline.com,2,https://medcraveonline.com/IJH/spring-water-quality-and-human-health-an-assessment-of-natural-springs-of-margalla-hills-islamabad-zone-iii.html;https://medcraveonline.com/JDVAR/animal-cloning-drawbacks-an-overview.html
media.neliti.com,2,https://media.neliti.com/media/publications/242991-the-impact-of-the-gold-mining-on-the-soc-045c669a.pdf;https://media.neliti.com/media/publications/242991-the-impact-of-the-gold-mining-on-the-soc-045c669a.pdf
labiotech.eu,2,https://www.labiotech.eu/in-depth/crispr-technology-cure-disease/;https://www.labiotech.eu/in-depth/crispr-cas9-review-gene-editing-tool/
kiallafoods.com.au,2,https://kiallafoods.com.au/organic-farmers-and-pesticides/;https://kiallafoods.com.au/organic-farmers-and-pesticides/
kids.frontiersin.org,2,https://kids.frontiersin.org/articles/10.3389/frym.2021.608273;https://kids.frontiersin.org/articles/10.3389/frym.2021.608273
kcoa-africa.org,2,https://kcoa-africa.org/pest-control-in-organic-farming-scam-or-achievable/;https://kcoa-africa.org/pest-control-in-organic-farming-scam-or-achievable/
keckmedicine.org,2,https://www.keckmedicine.org/blog/are-you-eating-too-much-fish/;https://www.keckmedicine.org/blog/is-red-wine-good-for-your-heart/
atob.com,2,https://www.atob.com/blog/autonomous-trucks-fleet-benefits-and-challenges;https://www.atob.com/blog/autonomous-trucks-fleet-benefits-and-challenges
atomicarchive.com,2,https://www.atomicarchive.com/almanac/broken-arrows/index.html;https://www.atomicarchive.com/almanac/accidents/accidents.html
preventcancer.org,2,https://preventcancer.org/article/does-antiperspirant-use-increase-your-breast-cancer-chances/;https://preventcancer.org/article/does-antiperspirant-use-increase-your-breast-cancer-chances/
pwc.com,2,https://www.pwc.com/us/en/services/consulting/cybersecurity-risk-regulatory/library/quantum-computing-cybersecurity-risk.html;https://www.pwc.com/gx/en/services/ai/ai-jobs-barometer.html
qeios.com,2,https://www.qeios.com/read/H4XGP2.7;https://www.qeios.com/read/H4XGP2.9
quandela.com,2,https://www.quandela.com/resources/quantum-computing-glossary/quantum-ai-artificial-intelligence/;https://www.quandela.com/technology/quantum-machine-learning/
pure.iiasa.ac.at,2,https://pure.iiasa.ac.at/id/eprint/12310/1/Final%20Report_GLOBIOM_publication.pdf;https://pure.iiasa.ac.at/id/eprint/12310/
proton.me,2,https://proton.me/learn/encryption/glossary/encryption-backdoor;https://proton.me/business/blog/data-breach-prevention-uk
asmbs.org,2,https://asmbs.org/patients/faqs-of-bariatric-surgery/;https://asmbs.org/patients/impact-of-obesity/
journals.asm.org,2,https://journals.asm.org/doi/10.1128/jvi.01240-24;https://journals.asm.org/doi/10.1128/jmbe.v20i2.1666
broadinstitute.org,2,https://www.broadinstitute.org/what-broad/areas-focus/project-spotlight/questions-and-answers-about-crispr;https://www.broadinstitute.org/research-highlights-crispr
institutdelors.eu,2,https://institutdelors.eu/en/publications/a-european-vaccine-passport-a-healthy-debate/;https://institutdelors.eu/content/uploads/2025/04/policypaper-schmidhuber-en-2.pdf
institute.global,2,https://institute.global/insights/public-services/untangling-myths-health-passes-privacy-and-digital-id;https://institute.global/insights/economic-prosperity/the-impact-of-ai-on-the-labour-market
infoscience.epfl.ch,2,https://infoscience.epfl.ch/entities/publication/75a5b0fc-1294-4c59-9aad-9c9137948429/files;https://infoscience.epfl.ch/entities/publication/6b4942c8-f06d-4f45-9c79-fbf0d42542e2
infovac.ch,2,https://www.infovac.ch/de/;https://www.infovac.ch/fr/
inis.iaea.org,2,https://inis.iaea.org/records/vxwmy-tts38;https://inis.iaea.org/records/hpseq-dkc20
jsad.com,2,https://www.jsad.com/doi/10.15288/jsad.23-00293;https://www.jsad.com/doi/10.15288/jsad.23-00293
jme.bmj.com,2,https://jme.bmj.com/content/46/10/660;https://jme.bmj.com/content/43/9/618
jacc.org,2,https://www.jacc.org/doi/10.1016/j.jacc.2016.08.008;https://www.jacc.org/doi/10.1016/j.jacc.2022.10.005
bswhealth.com,2,https://www.bswhealth.com/blog/what-causes-obesity-how-genetics-biology-and-environment-all-play-a-role;https://www.bswhealth.com/blog/sugar-sweet-truth
businessnorway.com,2,https://businessnorway.com/articles/do-wind-turbines-kill-birds-safeguarding-climate-and-nature;https://businessnorway.com/articles/what-are-the-health-effects-of-noise-from-wind-turbines
jamesmadison.org,2,https://jamesmadison.org/how-to-break-the-cycle-of-poverty/;https://jamesmadison.org/wp-content/uploads/2018/05/Journal-Winter-2016-How-We-Can-Solve-the-Student-Loan-Debt-Crisis1.pdf
jeffersonhealth.org,2,https://www.jeffersonhealth.org/your-health/living-well/what-you-need-to-know-about-aspartame-the-sugar-substitute;https://www.jeffersonhealth.org/your-health/living-well/what-you-need-to-know-about-aspartame-the-sugar-substitute
italjmed.org,2,https://www.italjmed.org/ijm/article/view/1636/1579;https://www.italjmed.org/ijm/article/view/1636/1579
iubenda.com,2,https://www.iubenda.com/en/blog/data-privacy-issues/;https://www.iubenda.com/en/blog/data-privacy-issues/
iqair.com,2,https://www.iqair.com/us/newsroom/air-pollution-masks-what-works-what-doesn-t;https://www.iqair.com/us/newsroom/air-pollution-masks-what-works-what-doesn-t
irgc.org,2,https://irgc.org/wp-content/uploads/2023/05/IRGC-2022-Gene-drives_Environmental-impacts-sustainability-and-governance.pdf;https://irgc.org/wp-content/uploads/2023/05/IRGC-2022-Gene-drives_Environmental-impacts-sustainability-and-governance.pdf
ijmrhs.com,2,https://www.ijmrhs.com/medical-research/a-study-about-3d-printing-technology-and-its-effects-on-organ-transplant.pdf;https://www.ijmrhs.com/medical-research/water-fortified-with-minerals-ca-mg-fe-zn.pdf
iscc-system.org,2,https://iscc-system.org/how-to-deal-with-indirect-land-use-change/;https://iscc-system.org/food-vs-fuel-again-can-a-ban-of-biofuels-solve-the-hunger-crisis/
internetsociety.org,2,https://www.internetsociety.org/blog/2025/05/encryption-under-threat-the-uks-backdoor-mandate-and-its-impact-on-online-safety/;https://www.internetsociety.org/blog/2025/05/encryption-under-threat-the-uks-backdoor-mandate-and-its-impact-on-online-safety/
cacm.acm.org,2,https://cacm.acm.org/news/how-far-away-is-quantum-supremacy/;https://cacm.acm.org/news/how-far-away-is-quantum-supremacy/
camh.ca,2,https://www.camh.ca/en/professionals/treating-conditions-and-disorders/smoking-cessation/smoking-cessation---treatment/smoking-cessation---overview-of-nicotine-replacement-therapy;https://www.camh.ca/en/health-info/guides-and-publications/partying-and-getting-drunk
astdd.org,2,https://www.astdd.org/bestpractices/BPAFluoridation.pdf;https://www.astdd.org/docs/natural-occurring-fluoride-in-drinking-water-fact-sheet.pdf
proveg.org,2,https://proveg.org/cellular-agriculture/;https://proveg.org/5-pros/pro-health/healthy-and-easy-sources-of-vegan-protein/
pspa.md,2,https://www.pspa.md/storage/app/media/aluminum.pdf;https://www.pspa.md/storage/app/media/aluminum.pdf
psr.org,2,https://psr.org/wp-content/uploads/2018/05/coal-ash-hazardous-to-human-health.pdf;https://psr.org/wp-content/uploads/2018/05/coal-ash-hazardous-to-human-health.pdf
researchportal.bath.ac.uk,2,https://researchportal.bath.ac.uk/en/publications/is-cultivated-meat-sustainable-research-pathways-to-cleaner-clean/;https://researchportal.bath.ac.uk/files/321829347/10.1515_bis-2022-0003.pdf
renewablesassociation.ca,2,https://renewablesassociation.ca/wp-content/uploads/2021/01/Best-Practices-Wind-Power-Facillity-Electrical-Safety_Oct2018.pdf;https://renewablesassociation.ca/wp-content/uploads/2021/01/Best-Practices-Wind-Power-Facillity-Electrical-Safety_Oct2018.pdf
rch.org.au,2,https://www.rch.org.au/clinicalguide/guideline_index/Essential_Oil_Poisoning/;https://www.rch.org.au/clinicalguide/guideline_index/Essential_Oil_Poisoning/
rdworldonline.com,2,https://www.rdworldonline.com/researchers-use-crispr-to-engineer-plastic-eating-microbe/;https://www.rdworldonline.com/the-space-junk-problem-threatening-future-missions/
realsimple.com,2,https://www.realsimple.com/what-happens-when-you-eat-greek-yogurt-every-day-11964093;https://www.realsimple.com/health-benefits-of-drinking-tea-every-day-11945637
rechargenews.com,2,https://www.rechargenews.com/wind/-no-evidence-for-existence-of-wind-turbine-syndrome-finds-study/2-1-1792087;https://www.rechargenews.com/wind/judge-shuts-down-turbines-over-noise-and-slams-unimpressive-wind-farm-owners/2-1-1829784
arsenaultdermatology.com,2,https://arsenaultdermatology.com/be-careful-tea-tree-oil-can-poison-you/;https://arsenaultdermatology.com/be-careful-tea-tree-oil-can-poison-you/
rts.ch,2,https://www.rts.ch/emissions/abe/2025/video/tiktok-les-dangers-de-l-addiction-numerique-28979524.html;https://www.rts.ch/play/tv/a-bon-entendeur/video/tiktok--les-dangers-de-laddiction-numerique?urn=urn:rts:video:d95db37b-46b2-3633-a2ed-179dae040ecd
rnz.co.nz,2,https://www.rnz.co.nz/news/national/588762/fine-for-unreported-hector-s-dolphin-death-reveals-toothless-system-conservation-group-says;https://www.rnz.co.nz/news/business/594388/unemployment-rate-drops-slightly-to-5-point-3-percent-in-first-quarter-of-year
apps.who.int,2,https://apps.who.int/gb/ebwha/pdf_files/EB115/B115_ID2-en.pdf;https://apps.who.int/gb/ebwha/pdf_files/EB115/B115_ID2-en.pdf
identitymanagementinstitute.org,2,https://identitymanagementinstitute.org/self-driving-car-security/;https://identitymanagementinstitute.org/digital-identity-wallet-benefits-and-risks/
ieabioenergy.com,2,https://www.ieabioenergy.com/blog/publications/towards-an-improved-assessment-of-indirect-land-use-change-evaluating-common-narratives-approaches-and-tools/;https://www.ieabioenergy.com/wp-content/uploads/2013/10/Bioenergy-Land-Use-Change-and-Climate-Change-Mitigation-Background-Technical-Report.pdf
iatp.org,2,https://www.iatp.org/sites/default/files/Facts_about_Fluoridation.htm;https://www.iatp.org/news/looking-for-crops-that-clone-themselves
iberdrola.com,2,https://www.iberdrola.com/about-us/our-innovation-model/self-driving-car;https://www.iberdrola.com/social-commitment/sustainable-fishing
icanw.org,2,https://www.icanw.org/what_about_attacks_on_nuclear_facilities;https://www.icanw.org/hanford_s_dirty_secret_and_it_s_not_56_million_gallons_of_nuclear_waste
immunisationhandbook.health.gov.au,2,https://immunisationhandbook.health.gov.au/contents/vaccine-preventable-diseases/influenza-flu;https://immunisationhandbook.health.gov.au/contents/vaccine-preventable-diseases/covid-19
industry.gov.au,2,https://www.industry.gov.au/science-technology-and-innovation/technology/artificial-intelligence/ai-safety-science;https://www.industry.gov.au/publications/australias-ai-ethics-principles
ilikemyteeth.org,2,https://ilikemyteeth.org/;https://ilikemyteeth.org/wp-content/uploads/2012/05/QandAonCommunityWaterFluoridation_v1b.pdf
canatu.com,2,https://canatu.com/company/carbon-age-news/next-carbon-nanotube-applications/;https://canatu.com/carbon-nanotube-uses/
cancersa.org.au,2,https://www.cancersa.org.au/latest-news/are-diet-drinks-healthier;https://www.cancersa.org.au/latest-news/are-diet-drinks-healthier
cancervic.org.au,2,https://www.cancervic.org.au/get-support/stories/soft-drink-increase-cancer-risk.html;https://www.cancervic.org.au/about-cancer/prevent-detect-cancer/prevention/limit-alcohol/how-alcohol-causes-cancer
imd.org,2,https://www.imd.org/ibyimd/artificial-intelligence/ai-on-the-brink-how-close-are-we-to-losing-control/;https://www.imd.org/ibyimd/governance/quantum-computing-cybersecurity-risk/
igi-global.com,2,https://www.igi-global.com/chapter/the-impact-of-nanotechnology-on-environment/165229;https://www.igi-global.com/dictionary/consumer-value-trumps-perceived-privacy-risk/65122
hpvvaccine.org.au,2,https://www.hpvvaccine.org.au/hpv-vaccine/hpv-vaccine-safety-and-side-effects;https://www.hpvvaccine.org.au/hpv-vaccine/hpv-vaccine-safety-and-side-effects
hsa.ie,2,https://www.hsa.ie/eng/your_industry/chemicals/legislation_enforcement/nanomaterials/;https://www.hsa.ie/eng/your_industry/mining/mining_legislation_and_notifications/mining_legislation/
ifaw.org,2,https://www.ifaw.org/international/journal/what-is-deforestation-impact-wildlife;https://www.ifaw.org/international/journal/bay-of-biscay-fishing-closures-stop-dolphin-deaths
ifm.org,2,http://www.ifm.org/articles/pesticides-and-human-health-effects;http://www.ifm.org/articles/emf-health-reducing-exposures
ifoam.bio,2,https://www.ifoam.bio/organic-agriculture-pesticides;https://www.ifoam.bio/organic-agriculture-pesticides
ifremer.fr,2,https://www.ifremer.fr/en/l-appui-aux-politiques-publiques/reduire-les-captures-accidentelles-de-dauphins-dans-le-golfe-de-gascogne;https://www.ifremer.fr/en/fisheries-aquaculture
icrc.org,2,https://www.icrc.org/en/document/humanitarian-impacts-and-risks-use-nuclear-weapons;https://www.icrc.org/en/statement/weaponization-of-space-not-inevitable
caringforkids.cps.ca,2,https://caringforkids.cps.ca/handouts/immunization/when-parents-choose-not-to-vaccinate-risks-and-responsibilities;https://caringforkids.cps.ca/handouts/immunization/when-parents-choose-not-to-vaccinate-risks-and-responsibilities
canadiancentreforaddictions.org,2,https://canadiancentreforaddictions.org/tik-tok-addiction/;https://canadiancentreforaddictions.org/caffeine-addiction/
rainforest-alliance.org,2,https://www.rainforest-alliance.org/everyday-actions/6-claims-made-by-climate-change-skeptics-and-how-to-respond/;https://www.rainforest-alliance.org/
quantumcomputing.stackexchange.com,2,https://quantumcomputing.stackexchange.com/questions/32970/how-do-researchers-know-prove-theyve-achieved-quantum-supremacy;https://quantumcomputing.stackexchange.com/questions/13531/what-is-the-advantage-of-quantum-machine-learning-over-traditional-machine-learn
quarks.de,2,https://www.quarks.de/gesundheit/ernaehrung/fastfood-steuer-mal-angenommen/;https://www.quarks.de/gesundheit/ernaehrung/fastfood-steuer-mal-angenommen/
quench.culligan.com,2,https://quench.culligan.com/blog/is-fluoride-in-water-good-or-bad/;https://quench.culligan.com/blog/what-is-in-mineral-water/
quera.com,2,https://www.quera.com/blog-posts/applications-of-quantum-computing-for-machine-learning;https://www.quera.com/glossary/quantum-supremacy
safefoodadvocacy.eu,2,https://www.safefoodadvocacy.eu/wp-content/uploads/2018/10/Citizens-for-Science-in-Pesticide-Regulation_Manifesto_23102018_Confidential.pdf;https://www.safefoodadvocacy.eu/addressing-sugar-addiction/
rsdjournal.org,2,https://rsdjournal.org/rsd/article/view/37560;https://rsdjournal.org/index.php/rsd/article/view/14933
iadns.onlinelibrary.wiley.com,2,https://iadns.onlinelibrary.wiley.com/doi/full/10.1002/fft2.70090;https://iadns.onlinelibrary.wiley.com/doi/full/10.1002/fft2.70090
iadr.org,2,https://www.iadr.org/science-policy/position-statement-community-water-fluoridation;https://www.iadr.org/science-policy/safety-dental-amalgam
iamz.ciheam.org,2,https://www.iamz.ciheam.org/education/master-programmes/sustainable-fisheries-management/;https://www.iamz.ciheam.org/education/master-programmes/sustainable-fisheries-management/sustainable-fisheries-management-2025-27/
cases.open.ubc.ca,2,https://cases.open.ubc.ca/environmental-impact-of-meat-consumption/;https://cases.open.ubc.ca/illegal-logging/
catf.us,2,https://www.catf.us/work/power-plants/coal-pollution/;https://www.catf.us/resource/biofuels-indirect-land-use-change-and-global-warming-emissions/
arcserve.com,2,https://www.arcserve.com/blog/5-common-encryption-algorithms-and-unbreakables-future;https://www.arcserve.com/blog/5-common-encryption-algorithms-and-unbreakables-future
reviverestore.org,2,https://reviverestore.org/projects/przewalskis-horse/about-cloning/;https://reviverestore.org/
reports.weforum.org,2,https://reports.weforum.org/docs/WEF_Future_of_Jobs_Report_2025.pdf;https://reports.weforum.org/docs/WEF_Future_of_Jobs_Report_2025.pdf
research-and-innovation.ec.europa.eu,2,https://research-and-innovation.ec.europa.eu/research-area/energy/wind-energy_en;https://research-and-innovation.ec.europa.eu/research-area/industrial-research-and-innovation/advanced-manufacturing_en
sci.news,2,https://www.sci.news/medicine/coffee-nr4a1-receptor-14743.html;https://www.sci.news/astronomy/space-junk-solar-cycle-influence-14748.html
science.org.au,2,https://science.org.au/our-focus/science-everyone/science-immunisation/4-are-vaccines-safe;https://science.org.au/our-focus/science-everyone/science-immunisation/4-are-vaccines-safe
scienceopen.com,2,https://www.scienceopen.com/document?vid=3efedec0-6ae4-4be4-b617-09301d7186a1;https://www.scienceopen.com/hosted-document?doi=10.61833/JNST.2025.0002
sap.com,2,https://www.sap.com/resources/what-is-ai-bias;https://www.sap.com/blogs/blockchains-energy-crisis
horizons-mag.ch,2,https://www.horizons-mag.ch/2018/03/08/is-it-a-human-right-to-biohack-yourself/;https://www.horizons-mag.ch/2025/12/04/twitters-echo-chambers-highlighted/
hps.org,2,https://hps.org/hpspublications/articles/powerlines/;https://hps.org/hpspublications/articles/powerlines/
hpv.org.nz,2,https://www.hpv.org.nz/hpv-prevention/hpv-vaccine-side-effects;https://www.hpv.org.nz/hpv-prevention/hpv-vaccine-side-effects
henryford.com,2,https://www.henryford.com/blog/2022/10/the-truth-about-soy;https://www.henryford.com/blog/2024/10/what-happens-if-you-eat-too-much-sugar
cdn.wchn.sa.gov.au,2,https://cdn.wchn.sa.gov.au/downloads/WCH/hospital-services/nutrition/children/conditions/calcium-information-fact-sheet.pdf;https://cdn.wchn.sa.gov.au/downloads/WCH/hospital-services/nutrition/children/conditions/low-iodine-diet-fact_sheet.pdf
