topic,query_type,query,page,position,url,domain,title,timestamp
climate_change,neutral,sea level rise research,1,1,https://www.genevaenvironmentnetwork.org/resources/updates/sea-level-rise-and-the-role-of-geneva/,genevaenvironmentnetwork.org,Sea-Level Rise and the Role of Geneva,2026-05-09 16:06:29
climate_change,neutral,sea level rise research,1,3,https://wmo.int/media/magazine-article/future-sea-level-rise-certain-amount-and-speed-are-uncertain,wmo.int,"Future Sea-level Rise Is Certain, but the Amount and ...",2026-05-09 16:06:31
climate_change,neutral,sea level rise research,1,6,https://climate.copernicus.eu/climate-indicators/sea-level,climate.copernicus.eu,Climate Indicators — Sea level,2026-05-09 16:06:34
climate_change,neutral,sea level rise research,1,8,https://www.jpi-oceans.eu/en/sea-level-rise,jpi-oceans.eu,Sea Level Rise,2026-05-09 16:06:35
climate_change,neutral,sea level rise research,1,9,https://www.ucs.org/sites/default/files/legacy/assets/documents/global_warming/Causes-of-Sea-Level-Rise.pdf,ucs.org,Causes of Sea Level Rise,2026-05-09 16:06:40
climate_change,neutral,sea level rise research,2,3,https://www.newscientist.com/article/2525773-there-has-been-a-sudden-increase-in-the-rate-of-sea-level-rise/,newscientist.com,There has been a sudden increase in the rate of sea level ...,2026-05-09 16:06:48
climate_change,neutral,sea level rise research,2,7,https://www.ipcc.ch/srocc/chapter/chapter-4-sea-level-rise-and-implications-for-low-lying-islands-coasts-and-communities/,ipcc.ch,Chapter 4: Sea Level Rise and Implications for Low-Lying ...,2026-05-09 16:06:50
climate_change,neutral,sea level rise research,2,9,https://www.undrr.org/understanding-disaster-risk/terminology/hips/en0402,undrr.org,Sea Level Rise (EN0402),2026-05-09 16:06:50
climate_change,neutral,sea level rise research,3,1,https://sealevel.climatecentral.org/,sealevel.climatecentral.org,Surging Seas: Sea level rise analysis by Climate Central,2026-05-09 16:06:56
climate_change,neutral,sea level rise research,3,6,https://www.climatechange.environment.nsw.gov.au/impacts-climate-change/weather-and-oceans/sea-level-rise,climatechange.environment.nsw.gov.au,Climate change impacts on sea-level rise - AdaptNSW,2026-05-09 16:06:58
climate_change,neutral,sea level rise research,3,8,https://www.deltares.nl/en/expertise/areas-of-expertise/sea-level-rise,deltares.nl,Sea level rise: research into the consequences,2026-05-09 16:06:58
climate_change,neutral,sea level rise research,3,9,https://www.preventionweb.net/news/30-year-old-sea-level-rise-projection-has-basically-come-true,preventionweb.net,A 30-year-old sea level rise projection has basically come ...,2026-05-09 16:06:59
climate_change,neutral,sea level rise research,3,10,https://niwa.co.nz/hazards/sea-level-rise,niwa.co.nz,Sea-level rise | Earth Sciences New Zealand,2026-05-09 16:06:59
climate_change,slanted,sea level rise exaggerated,1,3,https://www.sciencealert.com/sea-levels-are-higher-than-we-thought-and-the-implications-are-huge,sciencealert.com,"Sea Levels Are Higher Than We Thought, And The ...",2026-05-09 16:07:14
climate_change,slanted,sea level rise exaggerated,1,4,https://www.euronews.com/2026/03/06/the-sea-is-higher-than-we-thought-putting-millions-more-are-at-risk-of-extreme-flooding,euronews.com,The sea is higher than we thought putting millions more are ...,2026-05-09 16:07:15
climate_change,slanted,sea level rise exaggerated,1,5,https://skepticalscience.com/fact-brief-sealevel.html,skepticalscience.com,Fact brief - Is sea level rise exaggerated?,2026-05-09 16:07:16
climate_change,slanted,sea level rise exaggerated,2,1,https://www.newscientist.com/article/2525773-there-has-been-a-sudden-increase-in-the-rate-of-sea-level-rise/,newscientist.com,There has been a sudden increase in the rate of sea level ...,2026-05-09 16:07:25
climate_change,slanted,sea level rise exaggerated,2,2,https://science.feedback.org/review/sea-levels-have-risen-for-over-100-years-despite-misleading-photos-social-media/,science.feedback.org,"Sea levels have risen for over 100 years, despite ...",2026-05-09 16:07:26
climate_change,slanted,sea level rise exaggerated,2,5,https://capitalresearch.org/article/al-gores-30-years-of-climate-errors-part-3/,capitalresearch.org,Al Gore's 30 Years of Climate Errors: The Scary Seas,2026-05-09 16:07:26
climate_change,slanted,sea level rise exaggerated,2,6,https://www.scienceunderattack.com/blog/2019/9/23/no-evidence-that-climate-change-is-accelerating-sea-level-rise-35,scienceunderattack.com,No Evidence That Climate Change Is Accelerating Sea ...,2026-05-09 16:07:26
climate_change,slanted,sea level rise exaggerated,3,1,https://gigafact.org/fact-briefs/is-sea-level-rise-exaggerated/,gigafact.org,Is sea level rise exaggerated?,2026-05-09 16:07:34
climate_change,slanted,sea level rise exaggerated,3,2,https://www.ube.ac.uk/whats-happening/articles/climate-change-denial-myths/,ube.ac.uk,"Climate change denial: 6 common myths, debunked",2026-05-09 16:07:34
climate_change,slanted,sea level rise exaggerated,3,4,https://www.nrdc.org/bio/rob-moore/ipcc-report-sea-level-rise-present-and-future-danger,nrdc.org,IPCC Report: Sea Level Rise Is a Present and Future Danger,2026-05-09 16:07:35
climate_change,slanted,sea level rise exaggerated,3,5,https://www.cnn.com/2026/03/04/climate/sea-level-higher-flooding-hazards,cnn.com,Scientists find sea levels are already much higher than we ...,2026-05-09 16:07:35
climate_change,slanted,sea level rise exaggerated,3,6,https://www.dw.com/en/fact-check-sugarloaf-images-do-not-disprove-sea-level-rise/a-69340962,dw.com,Fact check: Sugarloaf images do not disprove sea level rise,2026-05-09 16:07:35
climate_change,slanted,sea level rise exaggerated,3,7,https://www.preventionweb.net/news/30-year-old-sea-level-rise-projection-has-basically-come-true,preventionweb.net,A 30-year-old sea level rise projection has basically come ...,2026-05-09 16:07:36
climate_change,slanted,sea level rise exaggerated,3,8,https://www.unesco.org/en/articles/sea-level-rising-due-global-warming-its-fact,unesco.org,The Sea Level is Rising Due to Global Warming - It's a Fact,2026-05-09 16:07:36
climate_change,neutral,carbon emissions impact,1,1,https://ourworldindata.org/co2-and-greenhouse-gas-emissions,ourworldindata.org,CO₂ and Greenhouse Gas Emissions,2026-05-09 16:07:53
climate_change,neutral,carbon emissions impact,1,2,https://www.un.org/en/climatechange/science/causes-effects-climate-change,un.org,Causes and Effects of Climate Change,2026-05-09 16:07:59
climate_change,neutral,carbon emissions impact,1,6,https://www.iea.org/reports/global-energy-review-2025/co2-emissions,iea.org,CO2 Emissions – Global Energy Review 2025 – Analysis,2026-05-09 16:08:02
climate_change,neutral,carbon emissions impact,1,7,https://www.bazl.admin.ch/en/co2-and-non-co2-emissions,bazl.admin.ch,CO2 and non-CO2 emissions produced by aviation,2026-05-09 16:08:03
climate_change,neutral,carbon emissions impact,1,8,https://www.conservation.org/learning/what-is-a-carbon-footprint,conservation.org,What is a carbon footprint?,2026-05-09 16:08:04
climate_change,neutral,carbon emissions impact,1,10,https://www.moretrees.eco/blogs/why-is-carbon-dioxide-harmful-to-the-environment,moretrees.eco,Why is carbon dioxide harmful to the environment?,2026-05-09 16:08:06
climate_change,neutral,carbon emissions impact,2,1,https://www.enel.com/learning-hub/energy-transition/carbon-footprint,enel.com,What is the carbon footprint and how is it calculated?,2026-05-09 16:08:13
climate_change,neutral,carbon emissions impact,2,3,https://www.lowcarbon.com/sustainability-esg/climate-change-and-renewables,lowcarbon.com,The Impact of Carbon Emissions on Climate Change,2026-05-09 16:08:13
climate_change,neutral,carbon emissions impact,2,5,https://www.csiro.au/en/research/environmental-impacts/climate-change/Climate-change-QA/Sources-of-CO2,csiro.au,What are the sources of carbon dioxide in the atmosphere?,2026-05-09 16:08:14
climate_change,neutral,carbon emissions impact,2,6,https://www.wri.org/insights/4-charts-explain-greenhouse-gas-emissions-countries-and-sectors,wri.org,These Charts Explain Greenhouse Gas Emissions by Sector,2026-05-09 16:08:14
climate_change,neutral,carbon emissions impact,2,8,https://www.footprintnetwork.org/our-work/climate-change/,footprintnetwork.org,Climate Change & the Carbon Footprint,2026-05-09 16:08:15
climate_change,neutral,carbon emissions impact,3,1,https://www.worldometers.info/co2-emissions/co2-emissions-by-country/,worldometers.info,CO2 Emissions by Country,2026-05-09 16:08:22
climate_change,neutral,carbon emissions impact,3,2,https://greenly.earth/en-gb/blog/ecology-news/carbon-emissions-what-you-need-to-know,greenly.earth,Carbon Emissions: What You Need to Know,2026-05-09 16:08:22
climate_change,neutral,carbon emissions impact,3,3,https://nosgestesclimat.fr/en/empreinte-carbone,nosgestesclimat.fr,"Carbon footprint: understand, measure and reduce your ...",2026-05-09 16:08:22
climate_change,neutral,carbon emissions impact,3,4,https://www.europarl.europa.eu/topics/en/article/20180703STO07123/climate-change-in-europe-facts-and-figures,europarl.europa.eu,Climate change in Europe: facts and figures | Topics,2026-05-09 16:08:23
climate_change,neutral,carbon emissions impact,3,5,https://www.constellation.com/energy-101/energy-innovation/what-are-carbon-emissions.html,constellation.com,What are carbon emissions and why do they matter?,2026-05-09 16:08:23
climate_change,neutral,carbon emissions impact,3,6,https://www.nature.org/en-us/get-involved/how-to-help/carbon-footprint-calculator/,nature.org,Calculate Your Carbon Footprint,2026-05-09 16:08:23
climate_change,neutral,carbon emissions impact,3,7,https://www.clientearth.org/latest/news/fossil-fuels-and-climate-change-the-facts/,clientearth.org,Fossil fuels and climate change: the facts,2026-05-09 16:08:24
climate_change,neutral,carbon emissions impact,3,10,https://unctad.org/news/carbon-emissions-anywhere-threaten-development-everywhere,unctad.org,Carbon emissions anywhere threaten development ...,2026-05-09 16:08:25
climate_change,slanted,carbon emissions scam,1,1,https://www.greenpeace.org/international/story/50689/carbon-offsets-net-zero-greenwashing-scam/,greenpeace.org,Carbon offsets are a scam - Greenpeace International,2026-05-09 16:08:39
climate_change,slanted,carbon emissions scam,1,4,https://kkc.com/frequently-asked-questions/carbon-offset-scams-what-are-they-how-to-report/,kkc.com,"Carbon Offset Scams: What Are They, How-to Report",2026-05-09 16:08:42
climate_change,slanted,carbon emissions scam,1,6,https://www.aoshearman.com/en/insights/carbon-fraud-is-on-the-rise,aoshearman.com,Carbon fraud is on the rise,2026-05-09 16:08:43
climate_change,slanted,carbon emissions scam,1,7,https://carboncreditcapital.com/avoid-these-carbon-credit-scams/,carboncreditcapital.com,How To Carbon Credit Scams To AVOID!,2026-05-09 16:08:44
climate_change,slanted,carbon emissions scam,1,8,https://www.fca.org.uk/consumers/carbon-credit-trading-scams,fca.org.uk,Carbon credit trading scams,2026-05-09 16:08:49
climate_change,slanted,carbon emissions scam,2,2,https://www.dw.com/en/carbon-credits-erase-rare-bird-habitat-in-estonia/a-73367796,dw.com,Europe's carbon credits: Solution or environmental scam?,2026-05-09 16:08:57
climate_change,slanted,carbon emissions scam,2,3,https://energytracker.asia/are-carbon-offsets-a-scam/,energytracker.asia,Are Carbon Offsets a Scam? A Deeper Look,2026-05-09 16:08:57
climate_change,slanted,carbon emissions scam,2,4,https://whistleblower.law/commodities-frauds/carbon-trading-market-fraud,whistleblower.law,Carbon Trading Market Fraud,2026-05-09 16:08:57
climate_change,slanted,carbon emissions scam,2,5,https://www.5sah.co.uk/knowledge-hub/articles/2026-01-22/carbon-credit-fraud-the-lustre-of-green-gold-continues-to-blind-investors-and-frustrate-prosecutors,5sah.co.uk,Carbon Credit Fraud-The Lustre of Green Gold Continues ...,2026-05-09 16:08:58
climate_change,slanted,carbon emissions scam,2,6,https://australiainstitute.org.au/post/the-era-of-the-great-carbon-fraud-is-upon-us/,australiainstitute.org.au,The era of the great carbon fraud is upon us,2026-05-09 16:08:58
climate_change,slanted,carbon emissions scam,2,7,https://theflaw.org/articles/corporate-carbon-footprint-fraud/,theflaw.org,Corporate Carbon Footprint Fraud - The [F]law,2026-05-09 16:08:58
climate_change,slanted,carbon emissions scam,2,8,https://www.phillipsandcohen.com/whistleblowers-carbon-market-fraud/,phillipsandcohen.com,Reporting Carbon Offset Fraud,2026-05-09 16:08:59
climate_change,slanted,carbon emissions scam,2,9,https://www.fticonsulting.com/insights/articles/green-fraud-dark-side-sustainability,fticonsulting.com,Green Fraud: The Dark Side of Sustainability,2026-05-09 16:08:59
climate_change,slanted,carbon emissions scam,2,10,https://www.nibusinessinfo.co.uk/content/avoiding-carbon-credit-scams,nibusinessinfo.co.uk,Avoiding carbon credit scams | nibusinessinfo.co.uk,2026-05-09 16:08:59
climate_change,slanted,carbon emissions scam,3,1,https://www.securitieslitigation.blog/2025/01/carbon-credits-manipulation-an-increased-scrutiny-over-fraud-in-a-booming-industry-could-cross-the-canadian-border/,securitieslitigation.blog,Carbon Credits Manipulation : An Increased Scrutiny Over ...,2026-05-09 16:09:05
climate_change,slanted,carbon emissions scam,3,2,https://iaccseries.org/carbon-credit-projects-remain-in-turmoil-after-fraud-revelations/,iaccseries.org,Carbon Credit Projects Remain in Turmoil After Fraud ...,2026-05-09 16:09:05
climate_change,slanted,carbon emissions scam,3,3,https://www.europol.europa.eu/media-press/newsroom/news/further-investigations-vat-fraud-linked-to-carbon-emissions-trading-system,europol.europa.eu,Further investigations into VAT fraud linked to the Carbon ...,2026-05-09 16:09:06
climate_change,slanted,carbon emissions scam,3,4,https://www.greenpeace.org/international/story/54079/great-carbon-capture-scam/,greenpeace.org,The Great Carbon Capture Scam — Rex Weyler,2026-05-09 16:09:06
climate_change,slanted,carbon emissions scam,3,5,https://www.goodzero.com/news/myth-busted-1-all-carbon-credit-projects-are-a-scam,goodzero.com,Myth Busted #1: All carbon credit projects are a scam,2026-05-09 16:09:06
climate_change,slanted,carbon emissions scam,3,6,https://www.zeit.de/wirtschaft/2023-01/co2-certificates-fraud-emissions-trading-climate-protection-english,zeit.de,CO2 Certificates: Phantom Offsets and Carbon Deceit,2026-05-09 16:09:06
climate_change,slanted,carbon emissions scam,3,7,https://www.dw.com/en/how-a-chinese-firm-ran-a-billion-euro-carbon-credit-scam/a-71010148,dw.com,How a Chinese firm ran a billion-euro carbon credit scam,2026-05-09 16:09:07
climate_change,slanted,carbon emissions scam,3,8,https://www.foodandwaterwatch.org/2024/05/14/carbon-offsets-wildfires/,foodandwaterwatch.org,Carbon Offsets Are Climate Scams. Wildfires Will Make ...,2026-05-09 16:09:07
climate_change,slanted,carbon emissions scam,3,9,https://law.anu.edu.au/news-and-events/news/australias-carbon-market-fraud-environment,law.anu.edu.au,Australia's carbon market a 'fraud on the environment',2026-05-09 16:09:07
climate_change,neutral,renewable energy facts,1,1,https://www.earthday.org/7-facts-that-show-renewable-energy-is-unstoppable/,earthday.org,7 Facts that Show Renewable Energy is Unstoppable,2026-05-09 16:09:24
climate_change,neutral,renewable energy facts,1,2,https://www.un.org/en/climatechange/raising-ambition/renewable-energy,un.org,Renewable energy – powering a safer and prosperous future,2026-05-09 16:09:29
climate_change,neutral,renewable energy facts,1,3,https://www.myenergi.com/ie/guides/renewable-energy-facts-10-truths-that-will-amaze-you/,myenergi.com,Renewable Energy Facts: 10 Truths That Will Amaze You,2026-05-09 16:09:30
climate_change,neutral,renewable energy facts,1,4,https://www.undp.org/sites/g/files/zskgke326/files/2025-10/07_facts_renewable_webfinal.pdf,undp.org,5 Facts on Renewables,2026-05-09 16:09:31
climate_change,neutral,renewable energy facts,1,5,https://www.energie-nederland.nl/en/topics/renewable-energy/facts-figures/,energie-nederland.nl,Facts & figures renewable energy,2026-05-09 16:09:35
climate_change,neutral,renewable energy facts,1,6,https://www.prokon.energy/en-de/project-development-for-renewable-energy/renewable-energy-facts-and-myths/,prokon.energy,Renewable Energies – Facts and Myths,2026-05-09 16:09:35
climate_change,neutral,renewable energy facts,1,7,https://www.iea.org/energy-system/renewables,iea.org,Renewables - Energy System,2026-05-09 16:09:36
climate_change,neutral,renewable energy facts,2,1,https://ourworldindata.org/renewable-energy,ourworldindata.org,Renewable Energy,2026-05-09 16:09:44
climate_change,neutral,renewable energy facts,2,2,https://www.sunsave.energy/blog/renewable-energy-facts,sunsave.energy,18 facts about renewable energy [2026],2026-05-09 16:09:44
climate_change,neutral,renewable energy facts,2,3,https://www.thefirstmile.co.uk/the-big-picture/22-facts-about-renewable-energy,thefirstmile.co.uk,22 Facts About Renewable Energy,2026-05-09 16:09:44
climate_change,neutral,renewable energy facts,2,4,https://www.eea.europa.eu/en/topics/in-depth/renewable-energy,eea.europa.eu,Renewable energy | In-depth topics,2026-05-09 16:09:45
climate_change,neutral,renewable energy facts,2,6,https://ee-sh.de/en/ee-in-zahlen.php,ee-sh.de,Renewable energy facts and figures,2026-05-09 16:09:45
climate_change,neutral,renewable energy facts,2,8,https://www.irena.org/News/articles/2025/Apr/Renewables-in-2024-5-Key-Facts-Behind-a-Record-Breaking-Year,irena.org,Renewables in 2024: 5 Key Facts Behind a Record- ...,2026-05-09 16:09:46
climate_change,neutral,renewable energy facts,2,9,https://electriciancourses4u.co.uk/useful-resources/renewable-energy-the-facts-and-how-it-works/,electriciancourses4u.co.uk,Renewable Energy: The facts and how it works,2026-05-09 16:09:46
climate_change,neutral,renewable energy facts,2,10,https://earth.org/solar-energy-facts/,earth.org,14 Interesting Solar Energy Facts You Need to Know,2026-05-09 16:09:47
climate_change,neutral,renewable energy facts,3,2,https://cleanpower.org/facts/,cleanpower.org,Clean Power Facts and Statistics | ACP,2026-05-09 16:09:54
climate_change,neutral,renewable energy facts,3,4,https://www.inspirecleanenergy.com/blog/clean-energy-101/renewable-energy-facts,inspirecleanenergy.com,Renewable Energy Facts: Fun Facts About Clean Energy,2026-05-09 16:09:55
climate_change,neutral,renewable energy facts,3,5,https://www.myenergi.com/de/guides/renewable-energy-facts-10-truths-that-will-amaze-you/,myenergi.com,Renewable Energy Facts: 10 Truths That Will Amaze You,2026-05-09 16:09:55
climate_change,neutral,renewable energy facts,3,6,https://www.renewableuk.com/news-and-resources/facts-and-figures/,renewableuk.com,Renewable energy statistics,2026-05-09 16:09:55
climate_change,neutral,renewable energy facts,3,7,https://www.nrdc.org/stories/renewable-energy-clean-facts,nrdc.org,Renewable Energy: The Clean Facts,2026-05-09 16:09:56
climate_change,neutral,renewable energy facts,3,9,https://natural-resources.canada.ca/energy-sources/renewable-energy/about-renewable-energy-canada,natural-resources.canada.ca,About renewable energy in Canada,2026-05-09 16:09:56
climate_change,neutral,renewable energy facts,3,10,https://www.eonnext.com/blog/61-20-facts-you-didnt-know-about-renewable-energy,eonnext.com,20 facts you didn't know about renewable energy,2026-05-09 16:09:57
climate_change,slanted,renewable energy failures,1,2,https://www.socialeurope.eu/reaching-net-zero-might-fail-and-its-not-because-renewables-are-too-expensive,socialeurope.eu,Reaching Net Zero Might Fail—And It's Not Because ...,2026-05-09 16:10:08
climate_change,slanted,renewable energy failures,1,3,https://thebreakthrough.org/issues/energy/its-okay-to-notice-when-solar-and-wind-fail,thebreakthrough.org,It's Okay to Notice When Solar and Wind Fail,2026-05-09 16:10:09
climate_change,slanted,renewable energy failures,1,4,https://ratedpower.com/blog/Iberian-blackout/,ratedpower.com,Understanding the Iberian blackout: A complex grid failure ...,2026-05-09 16:10:19
climate_change,slanted,renewable energy failures,1,6,https://earth.org/when-the-lights-flicker-why-renewable-energy-setbacks-are-not-a-sign-of-failure/,earth.org,Why Renewable Energy Setbacks Are Not a Sign of Failure,2026-05-09 16:10:21
climate_change,slanted,renewable energy failures,1,8,https://www.online-pdh.com/pluginfile.php/80676/mod_resource/content/1/Failure%20Case%20Studies%20in%20Renewable%20Energy%20Implementation%20-%20v2.pdf,online-pdh.com,Failure Case Studies in Renewable Energy Implementation,2026-05-09 16:10:22
climate_change,slanted,renewable energy failures,1,9,https://www.resilience.org/stories/2022-11-22/the-renewable-energy-transition-is-failing/,resilience.org,The Renewable Energy Transition Is Failing - Resilience.org,2026-05-09 16:10:23
climate_change,slanted,renewable energy failures,2,4,https://www.princeedwardisland.ca/sites/default/files/publications/report-why-do-renewable-energy-projects-fail.pdf,princeedwardisland.ca,WHY DO WIND ENERGY PROJECTS FAIL?,2026-05-09 16:10:31
climate_change,slanted,renewable energy failures,2,7,https://www.greenpeace.org.uk/resources/renewable-auction-failure-briefing/,greenpeace.org.uk,'Likely failure' of renewable energy auction,2026-05-09 16:10:32
climate_change,slanted,renewable energy failures,2,9,https://www.euractiv.com/news/final-report-into-spanish-blackout-points-to-drastic-governance-failures/,euractiv.com,Final report into Spanish blackout points to drastic ...,2026-05-09 16:10:33
climate_change,slanted,renewable energy failures,2,10,http://www.promarket.org/2026/04/13/market-failure-not-technology-is-slowing-the-green-transition/,promarket.org,"Market Failure, Not Technology, Is Slowing the Green Transition",2026-05-09 16:10:34
climate_change,slanted,renewable energy failures,3,1,http://www.promarket.org/2026/04/13/market-failure-not-technology-is-slowing-the-green-transition/,promarket.org,"Market Failure, Not Technology, Is Slowing the Green Transition",2026-05-09 16:10:39
climate_change,slanted,renewable energy failures,3,3,https://eprints.whiterose.ac.uk/id/eprint/218716/8/The%20ideational%20impacts%20of%20Indonesia%E2%80%99s%20renewable%20energy%20project%20failures.pdf,eprints.whiterose.ac.uk,The ideational impacts of Indonesia's renewable energy ...,2026-05-09 16:10:40
climate_change,slanted,renewable energy failures,3,4,https://www.mackinac.org/blog/2024/proof-that-wind-and-solar-are-disasters-not-the-energy-america-really-needs,mackinac.org,"Proof that wind and solar are disasters, not the energy ...",2026-05-09 16:10:40
climate_change,slanted,renewable energy failures,3,8,https://www.there100.org/our-work/news/g20-countries-failing-grasp-opportunities-renewables-new-report-finds,there100.org,G20 countries failing to grasp opportunities from ...,2026-05-09 16:10:42
fluoridation,neutral,water fluoridation information,1,3,https://www.dwi.gov.uk/consumers/learn-more-about-your-water/fluoridation-of-drinking-water/,dwi.gov.uk,Fluoridation of Drinking Water,2026-05-09 16:11:00
fluoridation,neutral,water fluoridation information,1,6,https://www.health.nsw.gov.au/environment/water/Pages/fluoridation-fact-sheet.aspx,health.nsw.gov.au,Water fluoridation fact sheet - NSW Health,2026-05-09 16:11:02
fluoridation,neutral,water fluoridation information,1,7,https://www.healthychildren.org/English/healthy-living/oral-health/Pages/Water-Fluoridation.aspx,healthychildren.org,Water Fluoridation: Why It's Important,2026-05-09 16:11:02
fluoridation,neutral,water fluoridation information,1,8,https://penndentalmedicine.org/blog/benefits-of-fluoride/,penndentalmedicine.org,Facts About Fluoridated Water,2026-05-09 16:11:03
fluoridation,neutral,water fluoridation information,1,9,https://www.ada.org/resources/community-initiatives/fluoride-in-water,ada.org,Fluoridation in Water,2026-05-09 16:11:04
fluoridation,neutral,water fluoridation information,1,10,https://www.healthlinkbc.ca/healthlinkbc-files/water-fluoridation-facts,healthlinkbc.ca,Water fluoridation facts,2026-05-09 16:11:04
fluoridation,neutral,water fluoridation information,2,1,https://ukhsa.blog.gov.uk/2016/04/13/water-fluoridation-what-it-is-and-how-it-helps-dental-health/,ukhsa.blog.gov.uk,Water fluoridation- what it is and how it helps dental health,2026-05-09 16:11:10
fluoridation,neutral,water fluoridation information,2,2,https://www.sedgwickcounty.org/health/facts-info-and-statistics/health-information-and-statistics/water-fluoridation-facts-and-details/,sedgwickcounty.org,Water Fluoridation: Facts and Details,2026-05-09 16:11:11
fluoridation,neutral,water fluoridation information,2,5,https://www.okda.org/public/water-fluoridation/,okda.org,Water Fluoridation,2026-05-09 16:11:12
fluoridation,neutral,water fluoridation information,2,7,https://www.aap.org/en/news-room/fact-checked/fact-checked-fluoride-is-a-powerful-tool-for-preventing-tooth-decay/?srsltid=AfmBOoqQv6Qg3Ir3oRpT-i6VVk7BLQjs5dwAhqSFvPsyA_LUgwuzWXfX,aap.org,Fact Checked: Fluoride is a Powerful Tool for Preventing ...,2026-05-09 16:11:12
fluoridation,neutral,water fluoridation information,2,8,https://mohc.org/fluoridation-information,mohc.org,Fluoridation Information & Resources,2026-05-09 16:11:13
fluoridation,neutral,water fluoridation information,2,9,https://www.cda.org/public-health/category/community-oral-health-resources/dental-disease-prevention/fluoride-and-fluoridation/,cda.org,Fluoride and Fluoridation,2026-05-09 16:11:13
fluoridation,neutral,water fluoridation information,3,2,https://www.iatp.org/sites/default/files/Facts_about_Fluoridation.htm,iatp.org,Facts about Fluoridation,2026-05-09 16:11:20
fluoridation,neutral,water fluoridation information,3,3,https://www.nhmrc.gov.au/health-advice/public-health/fluoridation,nhmrc.gov.au,Health effects of water fluoridation,2026-05-09 16:11:20
fluoridation,neutral,water fluoridation information,3,4,https://www.albertahealthservices.ca/oh/Page5455.aspx,albertahealthservices.ca,Water Fluoridation,2026-05-09 16:11:21
fluoridation,neutral,water fluoridation information,3,9,https://www.health.vic.gov.au/water/water-fluoridation,health.vic.gov.au,Water fluoridation,2026-05-09 16:11:22
fluoridation,slanted,water fluoridation dangers,1,1,https://www.cancer.org/cancer/risk-prevention/chemicals/water-fluoridation-and-cancer-risk.html,cancer.org,Fluoride in Water: Is There a Cancer Risk?,2026-05-09 16:11:34
fluoridation,slanted,water fluoridation dangers,1,5,https://www.efsa.europa.eu/en/news/fluoride-safety-updated-intake-levels-all-ages,efsa.europa.eu,Fluoride safety: updated intake levels for all ages - EFSA,2026-05-09 16:12:42
fluoridation,slanted,water fluoridation dangers,1,6,https://annals.edu.sg/fluoride-benefits-and-risks-lessons-from-70-years-of-water-fluoridation-in-singapore/,annals.edu.sg,Fluoride benefits and risks: Lessons from 70 years of water ...,2026-05-09 16:12:42
fluoridation,slanted,water fluoridation dangers,2,2,https://iaomt.org/resources/fluoride-facts/water-fluoridation-risks/?srsltid=AfmBOoopx9M3LxeCfXVU1arq0UN5-lmiOrw16zUp3p1esP2xKuYDCOP4,iaomt.org,Water Fluoridation Risks,2026-05-09 16:13:02
fluoridation,slanted,water fluoridation dangers,2,3,https://www.scienceopen.com/hosted-document?doi=10.61833/JNST.2025.0002,scienceopen.com,Fluoridation Under Fire: Health Risks or Benefits to Public ...,2026-05-09 16:13:02
fluoridation,slanted,water fluoridation dangers,2,5,https://www.mcgill.ca/oss/article/medical-critical-thinking-history/fluoride-controversy,mcgill.ca,The Fluoride Controversy | Office for Science and Society,2026-05-09 16:13:03
fluoridation,slanted,water fluoridation dangers,2,9,https://fluoridealert.org/content/50-reasons/,fluoridealert.org,50 Reasons to Oppose Fluoridation,2026-05-09 16:13:04
fluoridation,slanted,water fluoridation dangers,3,1,https://www.waterdropfilter.eu/blogs/water-contaminants/is-fluoride-toxic?srsltid=AfmBOopv-NeTqimwQowE2HeyLHcR0AQaBchBADLioIovz5SaBKMwxXUn,waterdropfilter.eu,"Is Fluoride Toxic? Uses, Risks, and How to Reduce Exposure",2026-05-09 16:13:11
fluoridation,slanted,water fluoridation dangers,3,3,https://dentalsolutionscreatingsmiles.com/the-truth-about-fluoride-facts-vs-myths,dentalsolutionscreatingsmiles.com,The Truth About Fluoride: Facts vs. Myths,2026-05-09 16:13:12
fluoridation,slanted,water fluoridation dangers,3,4,https://www.health.nsw.gov.au/environment/water/Pages/fluoridation-fact-sheet.aspx,health.nsw.gov.au,Water fluoridation fact sheet - NSW Health,2026-05-09 16:13:13
fluoridation,slanted,water fluoridation dangers,3,6,https://www.rejuv-health.com/blog/the-dangers-of-fluoride-treatments/,rejuv-health.com,6 Dangers of Fluoride Treatments (And What to Do Instead),2026-05-09 16:13:13
fluoridation,slanted,water fluoridation dangers,3,7,https://www.scielo.br/j/bdj/a/CQLHDXWZVTvjhnfZgbxFbVr/,scielo.br,Systemic Effects (Risks) of Water Fluoridation,2026-05-09 16:13:14
fluoridation,slanted,water fluoridation dangers,3,8,https://www.cnn.com/2024/10/03/health/fluoride-drinking-water-tooth-decay-risk-benefit,cnn.com,Fluoride in water prevents some cavities but concern about ...,2026-05-09 16:13:14
fluoridation,slanted,water fluoridation dangers,3,10,https://www.scientificamerican.com/article/fluoride-in-drinking-water-is-safe-heres-the-evidence/,scientificamerican.com,What the Evidence Says about Fluoride in Drinking Water,2026-05-09 16:13:14
fluoridation,neutral,fluoride dental health,1,2,https://my.clevelandclinic.org/health/treatments/11195-fluoride,my.clevelandclinic.org,"Fluoride: Uses, Benefits & Side Effects",2026-05-09 16:13:36
